size,n_time,mean_time,median_time,std_time,ci95_low_time,ci95_high_time,throughput_Bps,n_power,mean_power,median_power,std_power,ci95_low_power,ci95_high_power,n_mem,mean_mem,median_mem,std_mem,ci95_low_mem,ci95_high_mem,energy_uJ,energy_per_byte_uJ,total_duty_cycle_energy_uJ,total_duty_cycle_energy_per_byte_uJ
960,419.0,2500.587112171838,2500.0,1.9744603803590168,2500.3975075978583,2500.7767167458173,383909.8407438444,419.0,52.14127385338884,49.54648132059083,10.940475990328531,51.09067577103936,53.19187193573832,419.0,2736.1026252983293,2716.0,304.30831675097056,2706.880337867308,2765.3249127293507,130.38379741000657,0.1358164556354235,1120.3837974100065,1.1670664556354235
976,432.0,2519.6550925925926,2519.0,1.9622946912846304,2519.469529450312,2519.840655734873,387354.6037587817,432.0,50.64361907520027,49.54648132059083,11.054518372918633,49.59825561639306,51.68898253400748,432.0,2750.488425925926,2716.0,276.67353651082203,2724.32496992264,2776.6518819292123,127.60445271014773,0.130742267121053,1117.6044527101478,1.145086529416135
992,425.0,2538.7482352941174,2538.0,1.9316512002948265,2538.5640632127547,2538.93240737548,390743.74772931176,425.0,52.67544334849487,51.41615986099032,11.365881579488732,51.591770443834406,53.75911625315534,425.0,2769.176470588235,2716.0,254.54482018457355,2744.907053145642,2793.4458880308284,133.72968884432663,0.1348081540769421,1123.7296888443266,1.1327920250446841
1008,418.0,2558.0,2557.0,2.0810899192006485,2557.799915647293,2558.200084352707,394057.8577013292,418.0,51.07733653698257,49.07906168549084,10.313131110787712,50.08579064382059,52.06888243014456,418.0,2776.6004784688994,2716.0,210.8581659288045,2756.32772655482,2796.873230382979,130.6558268616014,0.1296188758547633,1120.6558268616013,1.1117617329976204
1024,415.0,2577.043373493976,2576.0,2.0223505224188063,2576.8482309486203,2577.238516039332,397354.5849217325,415.0,52.61793516376536,50.481320590790574,10.867476845825088,51.56930038468931,53.666569942841406,415.0,2772.624096385542,2716.0,230.29411649951064,2750.4023402774765,2794.845852493608,135.5987011407172,0.1324206065827316,1125.5987011407171,1.0992174815827316
1040,424.0,2596.438679245283,2596.0,2.017890233337756,2596.246056706808,2596.631301783758,400548.6470037879,424.0,52.29257167680274,50.24761077324064,10.763504690080904,51.26511559319759,53.320027760407896,424.0,2756.127358490566,2716.0,241.7618698396676,2733.049400975536,2779.205316005597,135.774455738857,0.1305523612873625,1125.774455738857,1.0824754382104393
1056,424.0,2615.5707547169814,2615.0,2.0593311581983684,2615.3741763359085,2615.767333098054,403735.9716213316,424.0,51.73806206252147,49.54648132059077,10.710168151425178,50.715697345780384,52.76042677926256,424.0,2769.2028301886794,2716.0,239.2107420113611,2746.368396682112,2792.0372636952466,135.3245620364633,0.1281482595042266,1125.3245620364632,1.0656482595042265
1072,427.0,2634.7096018735365,2634.0,2.0163595189518766,2634.5178066670187,2634.9013970800543,406875.9605376255,427.0,51.31216720212743,49.54648132059083,11.550139834835711,50.21352311901169,52.41081128524318,427.0,2758.864168618267,2716.0,252.55160827018867,2734.8415737341284,2782.8867635024053,135.19265962038548,0.1261125556160312,1125.1926596203855,1.0496200183025983
1088,417.0,2653.8705035971225,2653.0,2.0621399419076942,2653.67200220016,2654.0690049940854,409967.2529331396,417.0,51.84098490104524,49.54648132059072,10.40782392805742,50.83912874808544,52.84284105400504,417.0,2775.834532374101,2716.0,237.57459143804977,2752.9656245347323,2798.703440213469,137.57926070630776,0.126451526384474,1127.5792607063077,1.0363779969727092
1104,423.0,2672.9125295508275,2672.0,1.998674675440679,2672.7215145957016,2673.1035445059533,413032.595640353,423.0,51.94877514259362,50.48132059079046,12.305545501587636,50.772724207107984,53.12482607807925,423.0,2777.0874704491725,2716.0,232.68337702157496,2754.8497319285298,2799.325208969816,138.85453197345706,0.1257740325846531,1128.8545319734571,1.0225131630194357
1120,417.0,2692.0383693045565,2691.0,1.9595587287354304,2691.849742365531,2692.226996243582,416041.6184147232,417.0,52.08534336735648,51.41615986099032,11.132451237391445,51.01373465771651,53.15695207699645,417.0,2762.702637889688,2716.0,268.52110613532824,2736.85482145459,2788.550454324786,140.21574282332622,0.125192627520827,1130.2157428233263,1.0091211989493984
1136,402.0,2711.375621890548,2711.0,2.0372351162840423,2711.175870877843,2711.575372903252,418975.51590727473,402.0,51.99985303715995,49.78019113814071,10.377773432741172,50.98231179401313,53.017394280306775,402.0,2746.7064676616915,2716.0,311.88206481309567,2716.126414435256,2777.286520888127,140.99113386684664,0.1241119136151819,1130.9911338668467,0.9955907868546185
1152,413.0,2730.365617433414,2730.0,1.982809475566013,2730.173824887951,2730.5574099788773,421921.5158015716,413.0,51.5598942282003,49.54648132059072,10.73757076483137,50.52127400045952,52.59851445594108,413.0,2760.757869249395,2716.0,263.2468561062369,2735.294613581119,2786.2211249176707,140.77736243918164,0.1222025715617896,1130.7773624391816,0.9815775715617896
1168,407.0,2749.697788697789,2749.0,2.0748482108574944,2749.4956107432804,2749.8999666522973,424773.953268932,407.0,51.79859410789034,49.54648132059083,10.955444497077949,50.73107054276382,52.86611767301686,407.0,2779.39312039312,2716.0,237.48093571779967,2756.252434936253,2802.5338058499874,142.43047967612037,0.1219439038322948,1132.4304796761203,0.9695466435583222
1184,462.0,2768.861471861472,2768.0,2.126750497138932,2768.66703198266,2769.055911740284,427612.5808504285,462.0,48.9333724485766,49.54648132059083,17.33758004432375,47.34827021526724,50.51847468188596,462.0,2791.720779220779,2730.0,219.34295980072403,2771.667172284173,2811.7743861573854,135.4897296611114,0.1144338932948576,1125.4897296611114,0.9505825419435062
1200,418.0,2787.653110047847,2787.0,1.932122102765434,2787.467348059998,2787.838872035696,430469.6289774029,418.0,52.561226144105966,50.481320590790574,10.54602519418371,51.54728887732017,53.57516341089176,418.0,2749.344497607656,2716.0,271.88422557392704,2723.204454939007,2775.4845402763035,146.5224655285452,0.122102054607121,1136.5224655285451,0.9471020546071209
